Date,NIFTY_50,NIFTY_FIN_SERVICES,NIFTY_AUTO
2020-01-17,12352.349609375,14561.7998046875,8427.599609375
2020-01-20,12224.5498046875,14359.650390625,8352.7001953125
2020-01-21,12169.849609375,14305.7001953125,8245.900390625
2020-01-22,12106.900390625,14178.5,8169.14990234375
2020-01-23,12180.349609375,14288.4501953125,8241.75
2020-01-24,12248.25,14420.400390625,8274.849609375
2020-01-27,12119.0,14234.7001953125,8258.150390625
2020-01-28,12055.7998046875,14273.099609375,8156.0498046875
2020-01-29,12129.5,14346.7998046875,8220.400390625
2020-01-30,12035.7998046875,14289.9501953125,8181.4501953125
2020-01-31,11962.099609375,14316.900390625,8086.5498046875
2020-02-03,11707.900390625,13822.2998046875,7988.35009765625
2020-02-04,11979.650390625,14218.7998046875,8100.7998046875
2020-02-05,12089.150390625,14407.7998046875,8131.7001953125
2020-02-06,12137.9501953125,14545.75,8142.14990234375
2020-02-07,12098.349609375,14502.400390625,8064.60009765625
2020-02-10,12031.5,14496.75,7860.5498046875
2020-02-11,12107.900390625,14589.5498046875,7892.39990234375
2020-02-12,12201.2001953125,14685.400390625,7933.7998046875
2020-02-13,12174.650390625,14578.849609375,7914.89990234375
2020-02-14,12113.4501953125,14477.4501953125,7822.2001953125
2020-02-17,12045.7998046875,14370.25,7770.5
2020-02-18,11992.5,14315.7001953125,7692.2998046875
2020-02-19,12125.900390625,14520.25,7687.35009765625
2020-02-20,12080.849609375,14510.400390625,7697.89990234375
2020-02-24,11829.400390625,14236.150390625,7429.10009765625
2020-02-25,11797.900390625,14236.099609375,7366.0
2020-02-26,11678.5,14132.7001953125,7207.9501953125
2020-02-27,11633.2998046875,14086.0498046875,7178.85009765625
2020-02-28,11201.75,13566.4501953125,6903.9501953125
2020-03-02,11132.75,13520.0,6856.89990234375
2020-03-03,11303.2998046875,13636.9501953125,6986.64990234375
2020-03-04,11251.0,13439.5,6938.85009765625
2020-03-05,11269.0,13472.75,6953.75
2020-03-06,10989.4501953125,13082.5,6895.0
2020-03-09,10451.4501953125,12522.2001953125,6632.14990234375
2020-03-11,10458.400390625,12560.4501953125,6568.4501953125
2020-03-12,9590.150390625,11454.7998046875,6033.39990234375
2020-03-13,9955.2001953125,12101.599609375,6182.0
2020-03-16,9197.400390625,11123.400390625,5843.7001953125
2020-03-17,8967.0498046875,10613.599609375,5803.85009765625
2020-03-18,8468.7998046875,9800.2998046875,5516.5
2020-03-19,8263.4501953125,9598.349609375,5180.5
2020-03-20,8745.4501953125,9871.9501953125,5370.14990234375
2020-03-23,7610.25,8298.5,4626.5
2020-03-24,7801.0498046875,8418.7001953125,4693.35009765625
2020-03-25,8317.849609375,9203.2998046875,4936.14990234375
2020-03-26,8641.4501953125,9698.5498046875,5061.2998046875
2020-03-27,8660.25,9754.2998046875,4938.7001953125
2020-03-30,8281.099609375,9030.650390625,4669.14990234375
2020-03-31,8597.75,9317.2998046875,4731.2998046875
2020-04-01,8253.7998046875,8942.5498046875,4657.5498046875
2020-04-03,8083.7998046875,8562.099609375,4517.75
2020-04-07,8792.2001953125,9278.2998046875,4951.5498046875
2020-04-08,8748.75,9243.4501953125,5043.60009765625
2020-04-09,9111.900390625,9803.0,5568.4501953125
2020-04-13,8993.849609375,9500.650390625,5432.10009765625
2020-04-15,8925.2998046875,9239.349609375,5333.0
2020-04-16,8992.7998046875,9392.599609375,5394.14990234375
2020-04-17,9266.75,9905.5498046875,5668.89990234375
2020-04-20,9261.849609375,9930.650390625,5591.0
2020-04-21,8981.4501953125,9468.7998046875,5294.0498046875
2020-04-22,9187.2998046875,9569.2001953125,5426.85009765625
2020-04-23,9313.900390625,9808.9501953125,5464.75
2020-04-24,9154.400390625,9431.849609375,5377.25
2020-04-27,9282.2998046875,9627.599609375,5433.2001953125
2020-04-28,9380.900390625,9951.2001953125,5447.10009765625
2020-04-29,9553.349609375,10292.900390625,5543.75
2020-04-30,9859.900390625,10570.7998046875,5901.39990234375
2020-05-04,9293.5,9679.9501953125,5476.2001953125
2020-05-05,9205.599609375,9483.150390625,5451.89990234375
2020-05-06,9270.900390625,9727.0,5552.39990234375
2020-05-07,9199.0498046875,9575.75,5519.0
2020-05-08,9251.5,9559.349609375,5447.75
2020-05-11,9239.2001953125,9386.0498046875,5679.7001953125
2020-05-12,9196.5498046875,9365.849609375,5708.9501953125
2020-05-13,9383.5498046875,9679.599609375,5844.60009765625
2020-05-14,9142.75,9355.650390625,5804.0498046875
2020-05-15,9136.849609375,9291.599609375,5745.7001953125
2020-05-18,8823.25,8675.400390625,5430.0498046875
2020-05-19,8879.099609375,8715.25,5486.14990234375
2020-05-20,9066.5498046875,8983.5,5603.7998046875
2020-05-21,9106.25,8924.349609375,5749.89990234375
2020-05-22,9039.25,8651.7001953125,5767.0
2020-05-26,9029.0498046875,8673.650390625,5854.2998046875
2020-05-27,9314.9501953125,9181.5,5896.9501953125
2020-05-28,9490.099609375,9426.650390625,6112.2998046875
2020-05-29,9580.2998046875,9527.0498046875,6218.7998046875
2020-06-01,9826.150390625,9873.5,6419.5
2020-06-02,9979.099609375,10187.9501953125,6471.2998046875
2020-06-03,10061.5498046875,10384.5,6498.64990234375
2020-06-04,10029.099609375,10110.849609375,6511.35009765625
2020-06-05,10142.150390625,10334.849609375,6628.75
2020-06-08,10167.4501953125,10360.2001953125,6610.5498046875
2020-06-09,10046.650390625,10163.349609375,6577.7001953125
2020-06-10,10116.150390625,10280.4501953125,6502.64990234375
2020-06-11,9902.0,10035.7001953125,6373.60009765625
2020-06-12,9972.900390625,10111.75,6559.39990234375
2020-06-15,9813.7001953125,9817.900390625,6443.0
2020-06-16,9914.0,10089.9501953125,6451.0498046875
2020-06-17,9881.150390625,10007.099609375,6503.5
2020-06-18,10091.650390625,10372.0,6535.89990234375
2020-06-19,10244.400390625,10534.75,6634.5
2020-06-22,10311.2001953125,10662.5498046875,6729.10009765625
2020-06-23,10471.0,10881.400390625,6789.2001953125
2020-06-24,10305.2998046875,10556.7001953125,6742.7998046875
2020-06-25,10288.900390625,10585.599609375,6737.85009765625
2020-06-26,10383.0,10588.4501953125,6731.4501953125
2020-06-29,10312.400390625,10533.2001953125,6645.85009765625
2020-06-30,10302.099609375,10561.900390625,6719.14990234375
2020-07-01,10430.0498046875,10843.25,6718.60009765625
2020-07-02,10551.7001953125,10906.75,6907.10009765625
2020-07-03,10607.349609375,10870.900390625,6971.0498046875
2020-07-06,10763.650390625,11023.7001953125,7171.75
2020-07-07,10799.650390625,11193.900390625,7199.5498046875
2020-07-08,10705.75,11129.25,7059.35009765625
2020-07-09,10813.4501953125,11305.2998046875,7085.60009765625
2020-07-10,10768.0498046875,11091.2001953125,7041.10009765625
2020-07-13,10802.7001953125,10919.900390625,7084.4501953125
2020-07-14,10607.349609375,10652.0,6916.0
2020-07-15,10618.2001953125,10616.099609375,6931.0498046875
2020-07-16,10739.9501953125,10708.2998046875,7015.89990234375
2020-07-17,10901.7001953125,10915.7001953125,7137.2998046875
2020-07-20,11022.2001953125,11093.2001953125,7175.85009765625
2020-07-21,11162.25,11317.900390625,7295.75
